"species","taxa_name","mean_life_expect","life_time_La","mean_repo_rate","mean_repo_rate_stable_state","gen_time","M_rep_lif_exp","matrix_size","surv_95","surv_99","gini","mxlxsd","surv_sd","mass_g","parental_care","repo_type","mobility","trophic_level","habitat_ecology","habitat","min_max","met_type","animal","met_type.1"
"Haliaeetus_albicilla","Aves",5.85628813384294,5.00000000000002,0.190787878787879,0.113761179651633,12.0950589475699,6.11720945667536,37,19,37,0.65149074288346,0.0165496462246769,0.0220172188039421,4793,"yes","oviparous","volant","carnivore-scavanger","pelagic","terrestrial",37,"endo","Haliaeetus_albicilla","endo"
"Haliaeetus_albicilla","Aves",5.17262220504325,5,0.676977575757576,0.238281486804696,10.3333082516346,6.11720945667536,37,18,36,0.645488068179791,0.0462909254864945,0.0247943943103263,4793,"yes","oviparous","volant","carnivore-scavanger","pelagic","terrestrial",37,"endo","Haliaeetus_albicilla","endo"
"Himantopus_novaezelandiae","Aves",1.82323651452282,3,0.398571428571429,0.231476792774146,6.17700570940022,2.9045643153527,3,6,16,0.704196233238635,0.0132231494897007,0.0301087761552552,161,"yes","oviparous","volant","carnivore","semiaquatic","freshwater",16,"endo","Himantopus_novaezelandiae","endo"
"Lagopus_leucura","Aves",1.44171806240372,1,0.6427835,0.634586666288875,4.63772132469576,1.44171806240372,2,5,9,0.705481872026803,0.0243543798818036,0.0230694182147816,351,"yes","oviparous","volant","herbivore","terrestrial","terrestrial",9,"endo","Lagopus_leucura","endo"
"Lagopus_leucura","Aves",1.49693282020418,1,0.62415,0.61375553492355,4.40894767745193,1.49693282020418,2,5,10,0.733457739597319,0.0260818792817152,0.0244458314813708,351,"yes","oviparous","volant","herbivore","terrestrial","terrestrial",10,"endo","Lagopus_leucura","endo"
"Lagopus_muta","Aves",1.89830499856356,1,0.504167,0.502142873057328,4.34260570852945,1.89830499856356,2,6,14,0.711036638002395,0.0366563541816971,0.026578923054548,521,"yes","oviparous","volant","herbivore","terrestrial","terrestrial",14,"endo","Lagopus_muta","endo"
"Lagopus_muta","Aves",1.68644125969598,1,0.36315,0.368731311727973,4.58223979912355,1.68644125969598,2,6,14,0.711036638002396,0.0200096889946094,0.0283581716337432,521,"yes","oviparous","volant","herbivore","terrestrial","terrestrial",14,"endo","Lagopus_muta","endo"
"Lagopus_muta","Aves",2.76045470627847,1,0.4995,0.465524157504438,3.84151672925637,2.76045470627847,6,7,13,0.738284392499837,0.0671358496055131,0.0180690179918627,521,"yes","oviparous","volant","herbivore","terrestrial","terrestrial",13,"endo","Lagopus_muta","endo"
"Milvus_migrans","Aves",2.90841677847204,1,0.6605,0.410114084102923,6.67192991564008,2.90841677847204,12,12,25,0.602977238655898,0.0411913355227428,0.0319517650104619,828.5,"yes","oviparous","volant","carnivore-scavanger","terrestrial","terrestrial",25,"endo","Milvus_migrans","endo"
"Passer_domesticus","Aves",1.24528301886792,1,1.005,0.699072278452713,3.83706442026223,1.24528301886792,2,4,9,0.696067120655664,0.031992994093011,0.0244787222879868,27.7,"yes","oviparous","volant","omnivore","terrestrial","terrestrial",9,"endo","Passer_domesticus","endo"
