"species","taxa_name","mean_life_expect","life_time_La","mean_repo_rate","mean_repo_rate_stable_state","gen_time","M_rep_lif_exp","matrix_size","surv_95","surv_99","gini","mxlxsd","surv_sd","mass_g","parental_care","repo_type","mobility","trophic_level","habitat_ecology","habitat","min_max","met_type","animal","met_type.1"
"Ovis_canadensis","Mammalia",4.56640625,3,0.114666666666667,0.14954191955382,12.7307866377966,7.8125,5,19,47,0.662312673851581,0.0145659738487491,0.0395914133543841,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",47,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",2.51465798045603,3,0.145333333333333,0.15696927887361,7.92842246393189,3.25732899022801,5,8,19,0.631788274581889,0.00828610810229085,0.0276495584527155,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",19,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",2.98922413793103,3,0.177666666666667,0.188248838020796,8.81218130033865,4.31034482758621,5,11,26,0.652308423705189,0.014350520227152,0.0319438884816891,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",26,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",3.12442396313364,3,0.0663333333333333,0.095387996128855,10.9575464730396,4.60829493087558,5,11,27,0.644458800310768,0.00577223325285814,0.0317939675735229,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",27,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",3.28855721393035,3,0.186,0.197809519508531,9.33939938733807,4.97512437810945,5,12,30,0.655531738820713,0.0172579302753984,0.0327905381340371,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",30,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",10.1674757281553,3,0.305752,0.207690931050644,10.4606130683246,12.1359223300971,3,34,80,0.711487176323657,0.0463733249098246,0.0271727087592348,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",80,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",10.0877403846154,3,0.3225,0.215868089109171,10.2565175958132,12.0192307692308,3,34,79,0.710803753030316,0.0489343624949759,0.0269765832441123,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",79,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",34.9094339622642,3,0.331866,0.222053904664671,14.3543901594777,37.7358490566038,3,110,256,0.711259790517677,0.0651981526095075,0.0200971020776897,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",256,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",5.44727272727273,3,0.26289,0.184727908314347,9.25222191056835,7.27272727272728,3,19,46,0.70838969616214,0.029608131225017,0.030836883826853,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",46,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",8.36289500509684,3,0.2642567,0.185927432363541,10.2830140932854,10.1936799184506,3,28,66,0.708872654219495,0.0374885068601031,0.0274678110829626,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",66,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",4.61168831168831,3,0.2636136,0.185132871761849,8.97017565537753,6.49350649350649,3,17,40,0.703632807846113,0.0263938214463923,0.031578710727711,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",40,"endo","Ovis_canadensis","endo"
"Ovis_canadensis","Mammalia",6.0029563932003,3,0.28664805,0.195713446182333,8.87515179071119,7.3909830007391,3,20,47,0.709531819909273,0.0358235807977193,0.0279093884971217,69125,"yes","viviparous","terrestrial","herbivore","terrestrial","terrestrial",47,"endo","Ovis_canadensis","endo"
"Pan_troglodytes","Mammalia",20.6182026665542,16.0000000000001,0.0365309490397896,0.0322237604217375,37.6518837803328,18.5228517999899,17,58,128,0.718979522820584,0.00599405554347032,0.0156615009706124,44983.5,"yes","viviparous","arboreal","omnivore","semiarboreal","terrestrial",128,"endo","Pan_troglodytes","endo"
"Panthera_pardus","Mammalia",3.05538995973154,4,0.758,0.340376348387152,9.57111642275254,6.71140939597315,4,13,38,0.67960576365673,0.0350642851423832,0.0453582231798681,53074.995,"yes","viviparous","terrestrial","carnivore","terrestrial","terrestrial",38,"endo","Panthera_pardus","endo"
