species,taxa_name,mean_life_expect,life_time_La,mean_repo_rate,gen_time,H_entropy,S_entropy,M_rep_lif_exp,matrix_size,surv_95,surv_99,gini,first_stage,lambda_pop,mass_g,parental_care,repo_type,mobility,trophic_level,habitat_ecology,habitat,min_max,met_type,FMR_mass_grams,FMR_kJ_day,FMR_kJ_day_g,met_rate_Wg,iucn_statues,iucn_pop,animal,met_notes,,,
Ovis_canadensis,Mammalia,3.288557214,3,0.19780952,9.339399387,1.467656764,2.513935867,4.975124378,5,12,19,0.501688812,Lambs,0.923486296,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,19,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,10.16747573,3,0.207690931,10.46061307,1.200942091,3.385946558,12.13592233,3,34,53,0.585179766,Yearlings (~0.7-0.9 yr),1.094512414,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,53,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,10.08774038,3,0.215868089,10.2565176,1.198141296,3.373446809,12.01923077,3,34,52,0.582269353,Yearlings (~0.7-0.9 yr),1.101165091,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,52,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,34.90943396,3,0.222053905,14.35439016,1.054858932,4.55613185,37.73584906,3,110,170,0.583865502,Yearlings (~0.7-0.9 yr),1.181476744,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,170,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,5.447272727,3,0.184727908,9.252221911,1.339506564,2.82907575,7.272727273,3,19,30,0.578634351,Yearlings (~0.7-0.9 yr),1.000903036,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,30,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,8.362895005,3,0.185927432,10.28301409,1.232693225,3.200382648,10.19367992,3,28,44,0.58468267,Yearlings (~0.7-0.9 yr),1.056212031,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,44,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,4.611688312,3,0.185132872,8.970175655,1.398858504,2.709215484,6.493506494,3,17,27,0.58478105,Yearlings (~0.7-0.9 yr),0.976171737,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,27,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,6.002956393,3,0.195713446,8.875151791,1.265490746,2.851305193,7.390983001,3,20,31,0.583450429,Yearlings (~0.7-0.9 yr),1.024538782,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,31,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Pan_troglodytes,Mammalia,20.61820267,16,0.03222376,37.65188378,0.925449256,3.80809219,18.5228518,17,58,87,0.612476697,0 yrs,0.982285513,44983.5,yes,viviparous,arboreal,omnivore,semiarboreal,terrestrial,87,endo,,,,0.001494838,E,decreasing,Pan_troglodytes,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Panthera_pardus,Mammalia,3.05538996,4,0.340376348,9.571116423,1.772650208,2.651476376,6.711409396,4,13,23,0.531740915,< 1 year,1.007576453,53074.995,yes,viviparous,terrestrial,carnivore,terrestrial,terrestrial,23,endo,,,,,V,decreasing,Panthera_pardus,,,,
Papio_cynocephalus,Mammalia,17.93521619,7,0.117851128,21.85968833,1.189987937,4.009348983,21.51211661,8,61,96,0.571312023,0 yrs,1.053871507,17851.25,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,96,endo,,,,0.00307782,LC,stable,Papio_cynocephalus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Paramuricea_clavata,Anthozoa,5.458843304,9.550002681,0.062913999,39.46916031,1.682217136,3.521961269,12.45267663,7,23,41,0.296707733,"""Newborn"" colonies (primary polyps)",0.938394304,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,41,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Paramuricea_clavata,Anthozoa,5.26010657,9.160334592,0.025908696,33.2459454,1.291050574,3.107941017,7.140933724,7,18,28,0.32319693,"""Newborn"" colonies (primary polyps)",0.872866803,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,28,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Paramuricea_clavata,Anthozoa,4.47907525,7.805638399,0.047154351,30.28518672,1.436116663,3.062571398,8.030432986,7,16,27,0.326669085,"""Newborn"" colonies (primary polyps)",0.889565462,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,27,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Paramuricea_clavata,Anthozoa,5.593259388,7.687186126,0.090774311,40.8921666,1.683955815,3.604983498,13.87645033,7,23,44,0.283184917,< 0.3 cm in height,0.957484631,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,44,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Paramuricea_clavata,Anthozoa,5.512417538,9.573319423,0.062990485,39.62422228,1.688460949,3.546463643,12.64108956,7,24,42,0.298488862,< 0.3 cm in height,0.939592709,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,42,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Paramuricea_clavata,Anthozoa,6.085161717,6.580690627,0.116956531,45.94475828,1.807696457,3.867719768,17.29418356,7,26,56,0.268533528,< 0.3 cm in height,0.980229487,3255,no,oviparous,sessile,filter-feeding; autotrophic,benthic,marine,56,ecto,,,,0.000150247,NA,NA,Paramuricea_clavata,in mg converted using Seasonality of in situ respiration rate in three temperate benthic suspension feeders,,,
Passer_domesticus,Aves,1.245283019,1,0.699072278,3.83706442,1.027358785,1.192612398,1.245283019,2,4,6,0.576857247,Fledglings,0.907023229,27.7,yes,oviparous,volant,omnivore,terrestrial,terrestrial,6,endo,,,,0.015942029,LC,decreasing,Passer_domesticus,from mcNAb its 1.32kj/h for a 23g,,,
Pernis_apivorus,Aves,5.575989583,4,0.104294602,9.451876685,1.05791622,2.484541171,5.208333333,4,16,24,0.627759513,< 1 year,0.920542483,762.5,yes,oviparous,volant,insectivore,terrestrial,terrestrial,24,endo,,,,0.003626196,LC,decreasing,Pernis_apivorus,from mcNAb its 8.41kj/h for a 652g,,,
Pernis_apivorus,Aves,5.575989583,4,0.149297339,8.601522769,1.05791622,2.484541171,5.208333333,4,16,24,0.627759513,< 1 year,0.968310268,762.5,yes,oviparous,volant,insectivore,terrestrial,terrestrial,24,endo,,,,0.003626196,LC,decreasing,Pernis_apivorus,from mcNAb its 8.41kj/h for a 652g,,,
Pernis_apivorus,Aves,5.575989583,4,0.104294602,9.451876685,1.05791622,2.484541171,5.208333333,4,16,24,0.627759513,<1 year,0.920542483,762.5,yes,oviparous,volant,insectivore,terrestrial,terrestrial,24,endo,,,,0.003582993,LC,decreasing,Pernis_apivorus,from mcNAb its 8.41kj/h for a 652g,,,
Pernis_apivorus,Aves,5.575989583,4,0.149297339,8.601522769,1.05791622,2.484541171,5.208333333,4,16,24,0.627759513,<1 year,0.968310268,762.5,yes,oviparous,volant,insectivore,terrestrial,terrestrial,24,endo,,,,0.003582993,LC,decreasing,Pernis_apivorus,from mcNAb its 8.41kj/h for a 652g,,,
Pernis_apivorus,Aves,5.575989583,4,0.128109043,8.95121472,1.05791622,2.484541171,5.208333333,4,16,24,0.627759513,< 1 year,0.945868156,762.5,yes,oviparous,volant,insectivore,terrestrial,terrestrial,24,endo,,,,0.003582993,LC,decreasing,Pernis_apivorus,from mcNAb its 8.41kj/h for a 652g,,,
Phalacrocorax_auritus,Aves,3.324294813,4,0.311046183,9.342238706,1.674616765,2.646914887,6.451612903,4,14,24,0.556495771,< 1 year,1.006396688,1876.5,yes,oviparous,volant,carnivore,pelagic,marine,24,endo,,,,0.004129323,LC,increasing,Phalacrocorax_auritus,from mcNAb its 19.77kj/h for a 1330g,,,
Phalacrocorax_auritus,Aves,2.040100561,4,0.420859917,9.407399743,1.803916552,2.433725074,5.847953216,4,9,18,0.512209407,< 1 year,0.966062289,1876.5,yes,oviparous,volant,carnivore,pelagic,marine,18,endo,,,,0.004129323,LC,increasing,Phalacrocorax_auritus,from mcNAb its 19.77kj/h for a 1330g,,,
Phalacrocorax_auritus,Aves,2.714770221,4,0.366200383,9.154275095,1.742383904,2.550469216,6.134969325,4,12,21,0.535974321,< 1 year,0.998780713,1876.5,yes,oviparous,volant,carnivore,pelagic,marine,21,endo,,,,0.004129073,LC,increasing,Phalacrocorax_auritus,from mcNAb its 19.77kj/h for a 1330g,,,
Phocarctos_hookeri,Mammalia,3.173087683,2,0.187097519,16.89353314,1.954664291,3.171645158,11.74641991,5,17,30,0.366583938,Pup (0 years),0.949597639,273499.99,yes,viviparous,m_pelagic,carnivore,pelagic,marine,30,endo,113912.5,52987.8,0.465162296,,E,decreasing,Phocarctos_hookeri,,,,
Phoebastria_immutabilis,Aves,5.720611687,9,0.158722443,20.5053143,1.701002012,3.250148612,11.9047619,9,26,44,0.554207537,Chick,0.991398006,3050,yes,oviparous,volant,carnivore-scavanger,pelagic,marine,44,endo,,,,,NT,stable,Phoebastria_immutabilis,,,,
Phrynosoma_cornutum,Reptilia,1.485660377,3,0.681066422,3.880366871,1.06647304,1.099468113,1.886792453,3,4,6,0.60613597,Hatchling,1.007765548,27.335,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,6,ecto,,,,0.000922,LC,stable,Phrynosoma_cornutum,White_Seymour_2006,,,
Phrynosoma_cornutum,Reptilia,1.394936709,3,0.716783277,3.265839091,0.893004063,0.597509132,1.265822785,3,4,5,0.704887967,Hatchling,0.999903085,27.335,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,0.000922,LC,stable,Phrynosoma_cornutum,White_Seymour_2006,,,
Physeter_macrocephalus,Mammalia,10.68172725,4.923107101,0.048810604,31.94341682,1.478620087,3.951712587,19.8019802,2,43,74,0.463218712,"Calves: unweaned, do not make fluke-up dives",0.973186938,10100000,yes,viviparous,m_pelagic,carnivore,pelagic,marine,74,endo,,,,,V,NA,Physeter_macrocephalus,,,,
Picoides_borealis,Aves,2.365521911,2,0.388337483,5.034009509,1.286685823,1.799909982,3.40529155,7,8,12,0.603868749,0 yrs,0.970624159,48,yes,oviparous,volant,insectivore,arboreal,terrestrial,12,endo,,,,,NT,decreasing,Picoides_borealis,,,,
Picoides_borealis,Aves,2.044332966,2,0.35345528,4.604424974,1.238656183,1.543913112,2.748244647,7,6,10,0.626105346,0 yrs,0.879686029,48,yes,oviparous,volant,insectivore,arboreal,terrestrial,10,endo,,,,,NT,decreasing,Picoides_borealis,,,,
Podocnemis_expansa,Reptilia,2.044931193,3.785076758,0.43291414,26.63427751,1.078430973,1.602030274,11.73334208,5,5,7,0.326641829,"Eggs, hatchlings, and yearlings (0 yrs)",0.941676076,25800,no,oviparous,fw_benthic,herbivore,benthic,freshwater,7,ecto,,,,,LR,NA,Podocnemis_expansa,,,,
Podocnemis_lewyana,Reptilia,1.759704799,4,0.770857613,7.036317237,1.020678893,1.050211446,2.674033149,5,4,6,0.580480243,Eggs/Hatchlings (<13 cm SCL),1.211024133,9599,no,oviparous,fw_benthic,herbivore,benthic,freshwater,6,ecto,,,,,CE,decreasing,Podocnemis_lewyana,,,,
Propithecus_edwardsi,Mammalia,9.585952258,3.545595054,0.161682877,17.0050599,1.626668307,3.809674544,18.51851852,3,41,70,0.514411278,Yearlings (1-2 years old),1.035621733,6568.99,yes,viviparous,arboreal,herbivore,arboreal,terrestrial,70,endo,,,,,E,decreasing,Propithecus_edwardsi,,,,
Propithecus_edwardsi,Mammalia,9.585952258,3.545595054,0.07120047,25.06017499,1.626668307,3.809674544,18.51851852,3,41,70,0.514411278,Yearlings (1-2 years old),0.981345386,6568.99,yes,viviparous,arboreal,herbivore,arboreal,terrestrial,70,endo,,,,,E,decreasing,Propithecus_edwardsi,,,,
Propithecus_verreauxi,Mammalia,13.90969267,7,0.057667075,21.96254613,1.009323702,3.521393197,13.72248592,8,41,62,0.592833586,0 yrs,0.985591988,3588.26,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,62,endo,,,,0.001238276,E,decreasing,Propithecus_verreauxi,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Salvelinus_confluentus,Actinopterygii,1.312159749,5.061965699,0.66244343,6.370882936,0.983580235,1.080296745,1.693050371,7,4,5,0.61457649,1 (60-120 mm),0.903995592,3102.73,no,oviparous,fw_river,carnivore,river,freshwater,7,ecto,,,,,V,NA,Salvelinus_confluentus,,,,
Salvelinus_confluentus,Actinopterygii,1.309649179,2,0.686489642,4.844760327,0.971832089,1.7344329,1.420409079,7,4,5,0.300681671,1 (60-120 mm),0.925473587,3102.73,no,oviparous,fw_river,carnivore,river,freshwater,7,ecto,,,,,V,NA,Salvelinus_confluentus,,,,
Sceloporus_arenicolus,Reptilia,1.76119403,2,0.794252763,3.591494351,1.3966929,1.781891246,2.985074627,2,6,10,0.549958858,Juveniles,1.184281284,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,10,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,1.542857143,2,0.751466097,3.67087573,1.353070042,1.704036629,2.857142857,2,6,9,0.534702911,Juveniles,1.081984125,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,9,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,1.769230769,2,0.766717331,4.272682258,1.544601272,2.041696507,3.846153846,2,7,12,0.51163598,Juveniles,1.145177397,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,12,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,1.674418605,2,0.887476503,3.04599168,1.249404644,1.490906198,2.325581395,2,6,8,0.578497476,Juveniles,1.260307694,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,8,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,1.741935484,2,0.777064542,3.806818953,1.452895211,1.879287363,3.225806452,2,7,11,0.549990339,Juveniles,1.158526245,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,11,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,2,2,0.758753177,3.449316222,1.365564249,1.777506725,2.857142857,2,7,11,0.596240321,Juveniles,1.222566198,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,11,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_arenicolus,Reptilia,1.870967742,2,0.796387387,3.713639753,1.440311603,1.879287363,3.225806452,2,7,11,0.549990339,Juveniles,1.209942235,6.58,no,oviparous,terrestrial,insectivore,terrestrial,terrestrial,11,ecto,,,,,V,decreasing,Sceloporus_arenicolus,,,,
Sceloporus_grammicus,Reptilia,1.425913545,2.227818553,0.597609801,2.76726636,0.957381842,1.066629624,1.475479735,3,4,5,0.542501022,Juveniles,0.896875458,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,2.519836956,2.138874625,1.064363989,2.924157495,1.141297549,1.613129263,2.299393825,3,7,10,0.622534169,Juveniles,1.685592792,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,10,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.319807929,2.286288992,0.250113071,3.116920827,0.889496644,1.016515822,1.351238611,3,4,5,0.566218388,Juveniles,0.493138702,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.242929907,2.152200631,0.43962834,2.524880557,0.82435308,0.741202073,1.23740827,3,3,4,0.578505567,Juveniles,0.634877403,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,4,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.201353495,2.097562074,0.5938098,3.287848957,0.906986693,1.268621924,1.905832182,3,3,5,0.401141419,Juveniles,0.77802917,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.285081999,2.14021879,0.607879027,2.480503905,0.865217418,0.83866164,1.285912345,3,3,5,0.636460912,Juveniles,0.829736317,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,2.01548799,2.789773912,0.464993573,3.688390863,1.140174951,1.629132898,1.386248994,3,6,8,0.50517712,Juveniles,0.968529766,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,8,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.188432472,2.159889338,0.265343729,2.691840421,0.791388214,0.738861967,1.223047793,3,3,4,0.579441579,Juveniles,0.424959062,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,4,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Sceloporus_grammicus,Reptilia,1.32674787,2.276796115,0.373623979,3.344105239,0.908819051,1.178792917,1.66519846,3,4,5,0.478920377,Juveniles,0.626895844,5.64,no,oviparous,terrestrial,carnivore,terrestrial,terrestrial,5,ecto,,,,,LC,stable,Sceloporus_grammicus,,,,
Setophaga_cerulea,Aves,1.652173913,1,0.810233463,5.249942082,1.221096527,1.42786239,1.652173913,2,5,8,0.605270914,SY- yearling,1.186317836,9.05,yes,oviparous,volant,insectivore,arboreal,terrestrial,8,endo,,,,,V,decreasing,Setophaga_cerulea,,,,
Stellifer_illecebrosus,Actinopterygii,2.380952381,3,0.689307383,4.210883926,1.1847804,1.6287345,2.380952381,8,7,10,0.614066757,> 1 year,1.269307383,20.83045,no,oviparous,m_benthic,insectivore,benthic,marine,10,ecto,,,,,LC,NA,Stellifer_illecebrosus,,,,
Sterna_hirundo,Aves,5.397451429,1,0.51720909,9.815587185,1.890374489,3.531202933,5.397451429,5,27,49,0.469880199,0-2 years (subadult),1.179602448,124,yes,oviparous,volant,carnivore,pelagic,marine,49,endo,130.1,355.6,2.733282091,,LC,NA,Sterna_hirundo,,,,
Sterna_hirundo,Aves,3.4245536,2,0.268999528,13.4110103,1.935763201,3.16038076,8.65912,5,17,32,0.43258976,0-2 years (subadult),0.99020897,124,yes,oviparous,volant,carnivore,pelagic,marine,32,endo,130.1,355.6,2.733282091,,LC,NA,Sterna_hirundo,,,,
Strix_occidentalis,Aves,4.713709105,2,0.245252368,6.265530366,1.161803514,2.51616665,5.376978666,3,15,22,0.579074361,First-year subadults,1.031376185,609.5,yes,oviparous,volant,carnivore,terrestrial,terrestrial,22,endo,579.8,232,0.400137979,0.004684764,NT,decreasing,Strix_occidentalis,from mcNAb its 9.63kj/h for a 571g,,,
Tamiasciurus_hudsonicus,Mammalia,1.824933976,1,0.555486802,3.674763086,1.263129766,1.458631297,1.824933976,8,7,8,0.563654309,1 yr,1.006311164,210.8,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,8,endo,322,347,1.077639752,0.006076389,LC,stable,Tamiasciurus_hudsonicus,White et al06BiolLett,,,
Thalassarche_melanophris,Aves,14.20271374,10.31163097,0.045673023,23.35509528,0.768650279,3.475902241,9.574712644,17,36,54,0.547695236,1 year old,0.968832232,3440,yes,oviparous,volant,carnivore-scavanger,pelagic,marine,54,endo,,,,,LC,increasing,Thalassarche_melanophris,,,,
Thalassarche_melanophris,Aves,3.010879873,9.8189567,0.04630796,53.21013793,1.914465003,3.108212594,14.92519305,10,10,30,0.366029653,2nd-year juveniles,0.936647409,3440,yes,oviparous,volant,carnivore-scavanger,pelagic,marine,30,endo,,,,,LC,increasing,Thalassarche_melanophris,,,,
Turdus_torquatus,Aves,1.074224732,2,0.465754908,3.309780812,0.810442753,0.883408127,1.711213841,2,2,4,0.510413545,First year birds,0.585015771,109,yes,oviparous,volant,omnivore,terrestrial,terrestrial,4,endo,,,,,LC,stable,Turdus_torquatus,,,,
Turdus_torquatus,Aves,1.105951144,2,0.518099156,3.302410858,0.880572325,1.070214866,1.812199583,2,3,5,0.542392015,First year birds,0.660660626,109,yes,oviparous,volant,omnivore,terrestrial,terrestrial,5,endo,,,,,LC,stable,Turdus_torquatus,,,,
Turdus_torquatus,Aves,1.045847619,2,0.409345479,3.375008034,0.772324066,0.849481072,1.62088898,2,2,4,0.528885247,First year birds,0.504603615,109,yes,oviparous,volant,omnivore,terrestrial,terrestrial,4,endo,,,,,LC,stable,Turdus_torquatus,,,,
Tympanuchus_cupido,Aves,1.658019235,2,0.926324356,2.71730784,1.144700034,1.226385211,1.933644535,7,5,7,0.624159685,0 yrs,1.309792271,885.5,yes,oviparous,volant,herbivore,terrestrial,terrestrial,7,endo,,,,,V,decreasing,Tympanuchus_cupido,,,,
Umbonium_costatum,Gastropoda,3.655286027,2.064028087,0.454108481,5.29925782,1.319385646,2.471780036,4.310315953,6,12,19,0.526211428,0 years,1.16096654,2.3,no,oviparous,sessile,herbivore,benthic,marine,19,ecto,,,,,NA,NA,Umbonium_costatum,,,,
Urocitellus_armatus,Mammalia,1.480082353,1,0.726695738,3.717105215,0.999744868,0.783689193,1.480082353,3,4,6,0.712952969,Young of the year (0-1 yrs),1.050027637,310.4,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,6,endo,,,,0.002544233,LC,NA,Urocitellus_armatus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Urocitellus_armatus,Mammalia,1.68925,1,0.548475603,3.608146597,1.161966118,1.357099419,1.68925,3,5,7,0.575350041,Young of the year (0-1 yrs),0.958853683,310.4,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,7,endo,,,,0.002544233,LC,NA,Urocitellus_armatus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Urocitellus_armatus,Mammalia,1.619702277,1,0.597498315,3.579919054,1.102235868,1.148875114,1.619702277,3,5,7,0.65631971,Young of the year (0-1 yrs),0.980761535,310.4,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,7,endo,,,,0.002544233,LC,NA,Urocitellus_armatus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Urocitellus_armatus,Mammalia,1.590103941,1,0.621824193,3.54720147,1.090662357,1.103390746,1.590103941,3,5,7,0.670999802,Young of the year (0-1 yrs),0.993157907,310.4,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,7,endo,,,,0.002544233,LC,NA,Urocitellus_armatus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Urocitellus_columbianus,Mammalia,2.413654528,3,0.268923405,4.290074398,1.057541834,1.377538317,2.028,4,7,9,0.666398465,0 yrs,0.840519527,468.635,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,9,endo,,,,,LC,stable,Urocitellus_columbianus,,,,
Urocitellus_columbianus,Mammalia,3.179282904,3,0.171080259,5.830962811,1.096372509,1.901831148,2.904494382,4,9,13,0.610034539,0 yrs,0.844936434,468.635,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,13,endo,,,,,LC,stable,Urocitellus_columbianus,,,,
Urocyon_littoralis,Mammalia,1.416842105,2,0.295721388,3.723854928,1.068694039,1.318014949,1.894736842,3,4,6,0.495235515,Pup,0.641569915,1906.835,yes,viviparous,terrestrial,carnivore,semiarboreal,terrestrial,6,endo,,,,,NT,increasing,Urocyon_littoralis,,,,
Urocyon_littoralis,Mammalia,1.645718431,2,0.313533822,3.880753309,1.17457924,1.510676258,2.111571062,3,5,8,0.560994208,Pup,0.739473012,1906.835,yes,viviparous,terrestrial,carnivore,semiarboreal,terrestrial,8,endo,,,,,NT,increasing,Urocyon_littoralis,,,,
Ursus_americanus,Mammalia,3.917707636,5,0.191986684,10.95372578,1.473493948,2.566170098,6.060606061,5,14,23,0.571989515,Cub,0.953434604,132405,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,23,endo,,,,0.000658172,LC,increasing,Ursus_americanus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Ursus_americanus,Mammalia,2.450980392,4,0.186724807,6.125305426,1.181839798,1.535387512,2.450980392,4,7,10,0.646413152,Cubs,0.778724795,132405,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,10,endo,,,,0.000658172,LC,increasing,Ursus_americanus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Ursus_americanus,Mammalia,5.190954774,4.010050251,0.246504622,11.26410841,1.613857521,3.181389857,10,4,22,37,0.507138562,Cub,1.034755143,132405,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,37,endo,,,,0.000658172,LC,increasing,Ursus_americanus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Ursus_americanus,Mammalia,2.00320019,3.818181818,0.125782152,7.516187355,1.294474158,1.850440176,2.529335072,4,7,10,0.499351243,Cub,0.70152567,132405,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,10,endo,,,,0.000658172,LC,increasing,Ursus_americanus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Ursus_maritimus,Mammalia,8.635214419,8.569836512,0.050037233,18.49067053,1.160155571,3.065256458,9.730409234,6,28,42,0.615282005,2 years,0.940645935,371703.81,yes,viviparous,terrestrial,carnivore-scavanger,semiaquatic,terrestrial,42,endo,,,,0.000686061,V,NA,Ursus_maritimus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Vermivora_chrysoptera,Aves,1.373472949,1,0.448136966,3.591455998,1.048890668,1.115449154,1.373472949,2,4,6,0.608932323,First year individual,0.747428135,8.9,yes,oviparous,volant,insectivore,semiarboreal,terrestrial,6,endo,,,,,NT,decreasing,Vermivora_chrysoptera,Authors,,,
Vermivora_chrysoptera,Aves,1.456978967,1,0.45281054,3.726520787,1.128512996,1.25851715,1.456978967,2,5,7,0.61699166,First year individual,0.794098225,8.9,yes,oviparous,volant,insectivore,semiarboreal,terrestrial,7,endo,,,,,NT,decreasing,Vermivora_chrysoptera,,,,
Vermivora_chrysoptera,Aves,1.413321168,1,0.45059509,3.655728038,1.076556614,1.161051158,1.413321168,2,4,6,0.590443039,First year individual,0.770766293,8.9,yes,oviparous,volant,insectivore,semiarboreal,terrestrial,6,endo,,,,,NT,decreasing,Vermivora_chrysoptera,,,,
