species,taxa_name,mean_life_expect,life_time_La,mean_repo_rate,gen_time,H_entropy,S_entropy,M_rep_lif_exp,matrix_size,surv_95,surv_99,gini,first_stage,lambda_pop,mass_g,parental_care,repo_type,mobility,trophic_level,habitat_ecology,habitat,min_max,met_type,FMR_mass_grams,FMR_kJ_day,FMR_kJ_day_g,met_rate_Wg,iucn_statues,iucn_pop,animal,met_notes,,,
Hippocamelus_bisulcus,Mammalia,7.218666667,3,0.170173169,8.117182293,1.006357049,2.758868892,6.666666667,3,21,30,0.608814329,Yearlings  (1 yr),1.033524461,69620.405,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,30,endo,,,,,E,decreasing,Hippocamelus_bisulcus,,,,
Hirundo_rustica,Aves,1.311428626,2,0.744369608,2.922127929,1.063021454,1.202531621,1.907632437,2,4,6,0.572442129,Juvenile,0.983650441,19,yes,oviparous,volant,insectivore,aerial,terrestrial,6,endo,20.5,120.59,5.882439024,0.016304348,LC,decreasing,Hirundo_rustica,from mcNAb its 1.08 kj/h for a 18.4g,,,
Homo_sapiens,Mammalia,64.62558284,17,0.040074192,32.05387771,0.246093468,3.216634339,53.11829555,100,94,90,0.784684529,baby,1.033024103,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,94,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Homo_sapiens,Mammalia,74.04070941,17,0.043147426,30.5451869,0.147581406,3.21204008,59.30521604,100,95,92,0.79021246,baby,1.039856798,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,95,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Homo_sapiens,Mammalia,50.67224195,17,0.047134224,32.90757829,0.461184234,3.2878411,47.90664034,100,92,87,0.761450235,baby,1.031896193,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,92,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Homo_sapiens,Mammalia,77.40270741,16,0.02891139,27.84081597,0.128050789,3.137976263,63.24795461,100,97,94,0.813861085,baby,1.023857069,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,97,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Homo_sapiens,Mammalia,62.21909612,18,0.039825937,30.04421101,0.28302777,3.160423368,51.77375364,100,93,89,0.79928044,baby,1.031278422,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,93,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Homo_sapiens,Mammalia,74.98617668,19,0.027849217,28.40358352,0.138928618,2.897282559,58.08947531,100,96,92,0.850551407,baby,1.022024819,62035,yes,viviparous,terrestrial,omnivore,terrestrial,terrestrial,96,endo,,,,0.00117135,LC,increasing,Homo_sapiens,,,,
Hoplocephalus_bungaroides,Reptilia,3.17313587,6,0.375546326,9.978478538,1.586585404,2.394467822,5.434782609,6,12,20,0.581082766,Age 1 year,1.044102008,279,no,viviparous,terrestrial,carnivore,terrestrial,terrestrial,20,ecto,,,,,V,NA,Hoplocephalus_bungaroides,,,,
Isurus_oxyrinchus,Elasmobranchii,9.164098837,11.80813751,0.191720402,16.65754414,1.090404988,3.495144633,7.8125,8,28,43,0.39013101,Neonates,1.080527293,208088.8,no,viviparous,m_pelagic,carnivore,pelagic,marine,43,ecto,,,,0.000519422,V,decreasing,Isurus_oxyrinchus,"Uses mg Sepulveda et al. Aerobic metabolic rates of swimming juvenile mako sharks, Isurus oxyrinchus",,,
Isurus_oxyrinchus,Elasmobranchii,9.164098837,11.80813751,0.164025722,17.43471304,1.090404988,3.494117758,7.8125,9,28,43,0.390661303,Neonates,1.053386647,208088.8,no,viviparous,m_pelagic,carnivore,pelagic,marine,43,ecto,,,,0.000519422,V,decreasing,Isurus_oxyrinchus,"Uses mg Sepulveda et al. Aerobic metabolic rates of swimming juvenile mako sharks, Isurus oxyrinchus",,,
Jynx_torquilla,Aves,1.620745543,1,0.62302,4.257356573,1.047789934,1.030477769,1.620745543,2,5,6,0.640267732,Juvenile,1.00602,35.86666667,yes,oviparous,volant,insectivore,terrestrial,terrestrial,6,endo,,,,0.011268344,LC,decreasing,Jynx_torquilla,from mcNAb its 1.29 kj/h for a 31.8g,,,
Kinosternon_flavescens,Reptilia,1.948824796,12,0.521337901,29.00416483,2.618235123,3.82476792,19.16844013,73,4,28,0.517676182,0 years old,1.002024162,331.15,no,oviparous,semiaquatic,omnivore,semiaquatic,freshwater,73,ecto,,,,,LC,stable,Kinosternon_flavescens,,,,
Kinosternon_integrum,Reptilia,2.228131191,6.123486683,0.299959023,11.62938829,1.452221999,2.247229538,4.545454545,5,7,13,0.370427737,Hatchling (plastron length < 6 cm),0.893415632,474.4,no,oviparous,semiaquatic,omnivore,semiaquatic,freshwater,13,ecto,,,,,LC,stable,Kinosternon_integrum,,,,
Kinosternon_integrum,Reptilia,1.05018357,5.843564001,0.344878758,38.20240272,0.759696314,0.626275791,9.462915601,5,2,3,0.672314285,Hatchling (plastron length < 6 cm),0.830902186,474.4,no,oviparous,semiaquatic,omnivore,semiaquatic,freshwater,5,ecto,,,,,LC,stable,Kinosternon_integrum,,,,
Kinosternon_integrum,Reptilia,1.50495889,5.947714315,0.335661754,15.79388064,1.230123051,1.524341409,6.153846154,5,4,8,0.50482871,Hatchling (plastron length < 6 cm),0.829448081,474.4,no,oviparous,semiaquatic,omnivore,semiaquatic,freshwater,8,ecto,,,,,LC,stable,Kinosternon_integrum,,,,
Kinosternon_subrubrum,Reptilia,2.120891375,5,0.379557008,12.61749453,2.081305173,2.946029538,7.961714457,38,9,21,0.626579811,Age 0 years,0.960419381,154.7,no,oviparous,semiaquatic,carnivore,benthic,freshwater,38,ecto,,,,0.000309444,LC,NA,Kinosternon_subrubrum,Litzgus_et al 2003,,,
Kinosternon_subrubrum,Reptilia,1.305011072,5,0.363373741,12.52707529,1.424016668,2.619893946,7.143794712,23,3,7,0.532832198,Age 0 years,0.81154826,154.7,no,oviparous,semiaquatic,carnivore,benthic,freshwater,23,ecto,,,,0.000309444,LC,NA,Kinosternon_subrubrum,Litzgus_et al 2003,,,
Kinosternon_subrubrum,Reptilia,3.735672273,5,0.38153403,10.6248809,1.797525162,2.994382241,8.020393927,47,17,29,0.685806344,Age 0 years,1.065653154,154.7,no,oviparous,semiaquatic,carnivore,benthic,freshwater,47,ecto,,,,0.000309444,LC,NA,Kinosternon_subrubrum,Litzgus_et al 2003,,,
Lagopus_leucura,Aves,1.441718062,1,0.634586666,4.637721325,1.108053093,1.216656059,1.441718062,2,5,7,0.632692848,Juvenile,0.945895058,351,yes,oviparous,volant,herbivore,terrestrial,terrestrial,7,endo,368.3,326,0.885147977,,LC,decreasing,Lagopus_leucura,from mcNAb its 8.5 kj/h for a 326g,,,
Lagopus_leucura,Aves,1.49693282,1,0.613755535,4.408947677,1.116978142,1.216656059,1.49693282,2,5,7,0.632692848,Juvenile,0.949799251,351,yes,oviparous,volant,herbivore,terrestrial,terrestrial,7,endo,368.3,326,0.885147977,,LC,decreasing,Lagopus_leucura,from mcNAb its 8.5 kj/h for a 326g,,,
Lagopus_muta,Aves,1.898304999,1,0.502142873,4.342605709,1.309717378,1.642112827,1.898304999,2,6,10,0.611787226,Juvenile,0.978851601,521,yes,oviparous,volant,herbivore,terrestrial,terrestrial,10,endo,,,,,LC,decreasing,Lagopus_muta,,,,
Lagopus_muta,Aves,1.68644126,1,0.368731312,4.582239799,1.310476201,1.610687869,1.68644126,2,6,9,0.579368331,Juvenile,0.824909479,521,yes,oviparous,volant,herbivore,terrestrial,terrestrial,9,endo,,,,,LC,decreasing,Lagopus_muta,,,,
Lagopus_muta,Aves,2.760454706,1,0.465524158,3.841516729,1.014725027,1.486285098,2.760454706,6,7,9,0.629336109,1 year,1.115183899,521,yes,oviparous,volant,herbivore,terrestrial,terrestrial,9,endo,,,,,LC,decreasing,Lagopus_muta,,,,
Lontra_canadensis,Mammalia,3.119719149,2,0.3387595,5.75615556,1.420180482,2.327885852,3.544680851,3,11,17,0.545528116,Juvenile (< 1 year old),1.015209774,8087.42,yes,viviparous,semiaquatic,carnivore,semiaquatic,freshwater,17,endo,7.842,4738,604.1826065,,LC,stable,Lontra_canadensis,,,,
Lycalopex_culpaeus,Mammalia,3.916666667,2,0.553195622,4.116532601,1.201268883,2.242362949,4.166666667,3,12,18,0.610545957,Juveniles,1.287413908,13000,yes,viviparous,terrestrial,carnivore,terrestrial,terrestrial,18,endo,,,,0.002097434,LC,stable,Lycalopex_culpaeus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Macaca_mulatta,Mammalia,22.21068364,4,0.19354832,14.60672395,1.050927058,4.087809343,23.6,5,69,106,0.581634804,Infants (0 yrs),1.140754698,6614,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,106,endo,,,,0.001952024,LC,NA,Macaca_mulatta,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Macaca_mulatta,Mammalia,18.44631321,4,0.191409361,13.38919568,1.027710206,3.864169139,18.94339623,5,56,86,0.587799814,Infants (0 yrs),1.133183698,6614,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,86,endo,,,,0.001952024,LC,NA,Macaca_mulatta,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Macaca_mulatta,Mammalia,28.44624829,4,0.19586001,16.16726604,1.076090073,4.372500031,31.3125,5,91,140,0.578967337,Infants (0 yrs),1.148513643,6614,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,140,endo,,,,0.001952024,LC,NA,Macaca_mulatta,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Macaca_mulatta,Mammalia,6.98975666,3,0.175605361,9.884201037,1.147192906,2.987204733,7.540319694,6,22,33,0.546406685,1 year (juvenile),1.030806207,6614,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,33,endo,,,,0.001952024,LC,NA,Macaca_mulatta,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Macaca_mulatta,Mammalia,17.58875295,4,0.188846507,13.41625736,1.038003837,3.826068612,18.07272727,5,54,82,0.583579914,Infants (0 yrs),1.127297477,6614,yes,viviparous,arboreal,herbivore,semiarboreal,terrestrial,82,endo,,,,0.001952024,LC,NA,Macaca_mulatta,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Maccullochella_peelii,Actinopterygii,3.157446757,5,0.652861996,11.21750364,1.778208784,2.949228442,7.055040126,10,13,26,0.408252432,Age 1,1.240325892,2594.72,yes,oviparous,fw_river,carnivore,river,freshwater,26,ecto,,,,6.47E-05,CE,NA,Maccullochella_peelii,16.1_O2_umol_min_kg converted to grams using 16g per ,,,
Macquaria_ambigua,Actinopterygii,2.768875,3,0.710319889,6.01936257,1.588244813,2.435328856,4.25,4,10,18,0.516254714,Age 1,1.290815297,3821.53,no,oviparous,fw_river,carnivore,river,freshwater,18,ecto,,,,,NA,NA,Macquaria_ambigua,,,,
Macropus_eugenii,Mammalia,2.87366548,1,0.273928482,4.674721271,1.249919783,1.926381992,2.87366548,2,9,13,0.605096292,Young adults (1 year),0.931481548,5037.24,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,13,endo,4805,1223.7,0.254672216,0.001617668,LC,stable,Macropus_eugenii,White&Seymour03PNAS,,,
Macropus_eugenii,Mammalia,3.117647059,1,0.330929523,4.763616962,1.264776965,2.049924392,3.117647059,2,10,15,0.613845746,Young adults (1 year),1.009345209,5037.24,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,15,endo,4805,1223.7,0.254672216,0.001617668,LC,stable,Macropus_eugenii,White&Seymour03PNAS,,,
Macropus_eugenii,Mammalia,2.822580645,1,0.214382756,4.924108598,1.266136659,1.932914801,2.822580645,2,9,13,0.602399436,Young adults (1 year),0.873711482,5037.24,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,13,endo,4805,1223.7,0.254672216,0.001617668,LC,stable,Macropus_eugenii,White&Seymour03PNAS,,,
Macropus_eugenii,Mammalia,2.718446602,1,0.280249644,4.443525865,1.227801285,1.817881674,2.718446602,2,8,12,0.61602273,Young adults (1 year),0.916531513,5037.24,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,12,endo,4805,1223.7,0.254672216,0.001617668,LC,stable,Macropus_eugenii,White&Seymour03PNAS,,,
Malaclemys_terrapin,Reptilia,1.998127978,3.748251748,0.626599897,9.864263642,1.868915679,2.783728569,8.849557522,3,7,20,0.3342962,Hatchling,1.068229161,803,no,oviparous,fw_benthic,carnivore,benthic,freshwater,20,ecto,,,,,LR,NA,Malaclemys_terrapin,,,,
Marmota_flaviventris,Mammalia,2.475104166,2,0.223688922,4.11503953,1.130976574,1.673123611,2.772752191,10,7,10,0.592575807,0-1 yrs,0.813626656,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.073153248,2,0.418227397,4.223891626,1.346666045,1.89119339,1.909525353,10,6,10,0.471114123,0-1 yrs,0.938445015,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.031735635,2,0.283222215,4.154858583,1.266153625,1.74894466,2.218786313,10,6,10,0.554015263,0-1 yrs,0.803370106,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.091482369,2,0.249997455,3.989954516,1.255066865,1.595266339,1.732511696,10,6,9,0.624580977,0-1 yrs,0.760540866,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.092667532,2,0.275587853,3.586371671,1.201387297,1.578971185,1.910257923,10,6,9,0.633208529,0-1 yrs,0.791652064,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.464925967,2,0.257129846,4.347568327,1.147546471,1.763441912,2.753620238,4,7,10,0.551772146,Juvenile (0-1 year),0.852064514,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.370322318,2,0.4003036,6.333436031,1.457220529,2.369808865,2.928039141,4,8,14,0.392031745,Juvenile (0-1 year),0.983320711,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,14,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.161802128,2,0.442679372,5.019185361,1.390821266,2.091107121,2.067263573,4,7,11,0.419143651,Juvenile (0-1 year),0.982260803,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,11,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.052106795,2,0.315869524,4.904963765,1.290633206,1.915103374,2.262595259,4,6,10,0.469983628,Juvenile (0-1 year),0.849895079,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,10,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.582966576,2,0.387891824,5.730368461,1.562736615,2.31553426,3.015174431,4,10,16,0.520464288,Juvenile (0-1 year),1.000564081,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,16,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.755829162,2,0.380560008,5.340751388,1.41632899,2.287946096,2.892634534,4,9,15,0.496676669,Juvenile (0-1 year),1.015368076,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,15,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.06811088,2,0.276577579,6.15262336,1.236159063,1.961329091,1.695414095,4,6,9,0.352707531,Juvenile (0-1 year),0.80616011,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,9,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.166755887,2,0.248748051,3.873953688,1.145842319,1.556970247,2.03978302,4,6,9,0.602260931,Juvenile (0-1 year),0.783275883,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,9,endo,3190,2430,0.761755486,0.002,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Marmota_flaviventris,Mammalia,2.292516506,2,0.347358257,5.017059841,1.323829649,2.032609001,2.371046101,4,7,11,0.458590064,Juvenile (0-1 year),0.92054137,3709.73,yes,viviparous,semifossorial,herbivore,semifossorial,terrestrial,11,endo,3190,2430,0.761755486,0.002008617,LC,stable,Marmota_flaviventris,White et al06BiolLett,,,
Martes_pennanti,Mammalia,2.98943662,3,0.217291112,6.2064943,1.295033062,2.046696412,3.521126761,5,10,15,0.611560213,Juvenile,0.89670034,3175,yes,viviparous,terrestrial,carnivore,terrestrial,terrestrial,15,endo,,,,,LC,NA,Martes_pennanti,,,,
Milvus_migrans,Aves,2.908416778,1,0.410114084,6.671929916,1.492241905,2.49002761,2.908416778,12,12,17,0.446803179,1 year,1.048670594,828.5,yes,oviparous,volant,carnivore-scavanger,terrestrial,terrestrial,17,endo,,,,,LC,NA,Milvus_migrans,,,,
Mirounga_leonina,Mammalia,5.422480503,6,0.166409406,11.58585118,1.21741897,2.646038493,6.289308176,6,17,27,0.60808831,< 1 year (pup),0.983466378,1400000,yes,viviparous,m_pelagic,carnivore,mesopelagic,marine,27,endo,,,,,LC,stable,Mirounga_leonina,,0,,
Mustela_erminea,Mammalia,1.128,1,0.36431402,4.499553691,0.886426357,1.242605615,1.128,3,3,5,0.427118644,0 yrs,0.586456715,110.33,yes,viviparous,semifossorial,carnivore,semifossorial,terrestrial,5,endo,,,,0.00825381,LC,stable,Mustela_erminea,White et al06BiolLett,,,
Mustela_erminea,Mammalia,1.672,1,0.320773461,3.853333733,1.182266575,1.36689075,1.672,3,5,8,0.628856252,0 yrs,0.748471408,110.33,yes,viviparous,semifossorial,carnivore,semifossorial,terrestrial,8,endo,,,,0.00825381,LC,stable,Mustela_erminea,White et al06BiolLett,,,
Mustela_erminea,Mammalia,1.5198,1,0.933032018,5.802769513,1.151130632,1.346079622,1.5198,3,5,7,0.580534096,0 yrs,1.258461515,110.33,yes,viviparous,semifossorial,carnivore,semifossorial,terrestrial,7,endo,,,,0.008253968,LC,stable,Mustela_erminea,White et al06BiolLett,,,
Mya_arenaria,Bivalvia,3.567621341,2,2.103822435,5.738786144,2.048510666,3.335308918,12.96778455,8,20,37,0.410101677,0 yrs,2.387035991,74,no,oviparous,sessile,filter-feeding,benthic,marine,37,ecto,,,,,NA,NA,Mya_arenaria,A further study of the respiratory processes in Mya arenaria and other marine mollusca,,,
Nuttallia_obscurata,Bivalvia,1.678321792,2.020408163,0.191843033,10.32392025,1.456757509,2.193955594,2.804666547,5,6,11,0.324487572,< 20 mm,0.784593021,9.542072,no,oviparous,sessile,filter-feeding,benthic,marine,11,ecto,,,,,NA,NA,Nuttallia_obscurata,,,,
Odocoileus_virginianus,Mammalia,1.342096774,2,0.330861622,7.094736906,1.35190909,1.883107876,3.258064516,3,4,9,0.420119108,Fawn (0-1 years old),0.788193151,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,9,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,1.690120603,2,0.383469312,7.6676438,1.68780517,2.299955446,4.894472362,3,7,14,0.449024224,Fawn (0-1 years old),0.902224971,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,14,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,2.300068493,2,0.440602244,7.943677392,1.870567138,2.679661133,7.02739726,3,11,21,0.469328001,Fawn (0-1 years old),1.002757603,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,21,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,1.513919598,2,0.345035863,8.877104493,1.634266461,2.268028398,4.894472362,3,6,13,0.417280857,Fawn (0-1 years old),0.868178258,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,13,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,1.811792899,2,0.388499187,8.488854271,1.80900799,2.491448646,5.75739645,3,8,17,0.452910719,Fawn (0-1 years old),0.929340989,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,17,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,2.293669065,2,0.440456781,8.250792044,1.910154051,2.72991829,6.992805755,3,11,22,0.467362195,Fawn (0-1 years old),1.002042693,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,22,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,1.690120603,2,0.347072084,8.13691977,1.68780517,2.31284694,4.894472362,3,7,14,0.439607749,Fawn (0-1 years old),0.888707454,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,14,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,2.364502959,2,0.396228377,7.232394775,1.764454265,2.546975256,5.75739645,3,11,19,0.488454324,Fawn (0-1 years old),0.98589227,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,19,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,3.200885714,2,0.452676506,6.94688983,1.74252882,2.782009219,6.942857143,3,15,25,0.512141316,Fawn (0-1 years old),1.082088662,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,25,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,1.690120603,2,0.347072084,8.13691977,1.68780517,2.31284694,4.894472362,3,7,14,0.439607749,Fawn (0-1 years old),0.888707454,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,14,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,2.633787234,2,0.400374585,7.979947189,1.846291994,2.742367431,6.893617021,3,13,23,0.486999295,Fawn (0-1 years old),1.010270027,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,23,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Odocoileus_virginianus,Mammalia,4.704698795,2,0.461553571,8.812041872,1.867135178,3.322172394,11.68674699,3,23,42,0.502053625,Fawn (0-1 years old),1.130055794,65320,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,42,endo,,,,0.001394455,LC,stable,Odocoileus_virginianus,Genoud et al Comparative analyses of basal rate of metabolism in mammals: data selection does matter,,,
Oncorhynchus_tshawytscha,Actinopterygii,1.039564672,4,0.630699626,4.78715566,0.842136807,0,1.6032,5,2,4,0.8,1 year old,0.690468994,4600,no,oviparous,m_pelagic,omnivore,benthopelagic,marine-freshwater,5,ecto,,,,,NA,NA,Oncorhynchus_tshawytscha,,,,
Oncorhynchus_tshawytscha,Actinopterygii,1.03999344,3,0.699769718,4.840762444,0.845171426,0.298204222,2.32084288,5,2,4,0.764745538,1 year old,0.753887349,4600,no,oviparous,m_pelagic,omnivore,benthopelagic,marine-freshwater,5,ecto,,,,,NA,NA,Oncorhynchus_tshawytscha,,,,
Onychogalea_fraenata,Mammalia,4.48471,4,0.504212067,6.485520915,1.164972568,2.410149773,5,4,13,21,0.602876921,EPY: early pouch young,1.302653944,5226.025,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,21,endo,,,,,V,stable,Onychogalea_fraenata,,,,
Ovis_canadensis,Mammalia,3.281773094,3,0.147231086,10.14127652,1.467594233,2.512196284,4.959702418,5,12,19,0.502691642,Lambs,0.88873143,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,19,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,3.521978022,3,0.121409483,11.32364575,1.489786741,2.61199598,5.494505495,5,13,21,0.504426854,Lambs,0.889728072,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,21,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,3.114678899,3,0.093026272,11.00779495,1.453976938,2.446245254,4.587155963,5,11,18,0.508345141,Lambs,0.83858416,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,18,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,4.56640625,3,0.141833168,12.95668755,1.554192612,2.960955643,7.8125,5,19,30,0.512228901,Lambs,0.951572349,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,30,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,4.56640625,3,0.14954192,12.73078664,1.554192612,2.960798831,7.8125,5,19,30,0.51233965,Lambs,0.956253522,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,30,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,2.51465798,3,0.156969279,7.928422464,1.359469328,2.119045021,3.25732899,5,8,13,0.500333724,Lambs,0.803774443,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,13,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,2.989224138,3,0.188248838,8.8121813,1.439478281,2.387636152,4.310344828,5,11,17,0.508305782,Lambs,0.890450801,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,17,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
Ovis_canadensis,Mammalia,3.124423963,3,0.095387996,10.95754647,1.454068438,2.448934757,4.608294931,5,11,18,0.506906837,Lambs,0.841031363,69125,yes,viviparous,terrestrial,herbivore,terrestrial,terrestrial,18,endo,,,,0.002007991,LC,stable,Ovis_canadensis,White&Seymour03PNAS,,,
